event,logicNeg,cueNeg,pragNeg
PersonX is rather nervous about it,[],[],[]
PersonX gives PersonY education,"[""PersonX does not give PersonY education""]","[""PersonX has problem with giving PersonY education""]","[""PersonX keeps PersonY ignorant.""]"
PersonX walks along the beach,[],[],[]
PersonX offer ___ to audiences,[],[],[]
PersonX comes back ___,[],[],[]
PersonX fixes PersonY's hair,"[""PersonX did not fix PersonY's hair""]",[],"[""PersonX fixes PersonY's computer""]"
PersonX paints the room,"[""PersonX does not paint the room""]","[""PersonX seldomly paints the room""]","[""PersonX removes paint""]"
PersonX pays for PersonY,"[""PersonX does not pay for PersonY""]",[],"[""PersonX steals it for PersonY.""]"
PersonX gets PersonY's money's ___,[],[],[]
PersonX puts the cookies in the oven,[],[],[]
PersonX changes PersonX's religion,"[""PersonX does not change PersonX's religion""]","[""PersonX never changes his beliefs""]",[]
PersonX becomes good friends,[],[],[]
PersonX makes an excuse,[],[],[]
PersonX pulls ___ back,[],[],[]
PersonX goes cold,[],[],[]
PersonX discusses the ___ in terms,[],[],[]
PersonX itches badly,[],[],[]
PersonX collects cans,[],[],[]
PersonX has a heart attack,[],[],[]
PersonX feels bored,[],[],[]
PersonX has to get rid of it,[],[],[]
PersonX makes pudding,[],[],[]
PersonX loses badly,[],[],[]
PersonX parties hardy,[],[],[]
PersonX never missed,[],[],[]
PersonX is 20 years old,[],[],[]
PersonX gives PersonY's time,[],[],[]
PersonX enhances PersonX's understanding,[],[],[]
PersonX watches horror movies,[],[],[]
PersonX sends an email,[],[],[]
PersonX buys a new tv,[],[],[]
PersonX sits down beside PersonY,"[""PersonX does not sit down beside PersonY""]",[],"[""PersonY sits down beside PersonX""]"
PersonX reaches PersonY audience,[],[],[]
PersonX knows PersonX's place,[],[],[]
PersonX takes PersonX's position,[],[],[]
PersonX wins PersonX's race,"[""PersonX does not win PersonX's race""]",[],"[""PersonX quits early""]"
PersonX blows to kingdom come,[],[],[]
PersonX creates PersonY atmosphere,"[""PersonX does not create PersonY atmosphere""]",[],[]
PersonX gives PersonY the details,[],[],[]
PersonX plays for time,[],[],[]
PersonX tells PersonY would come,[],[],[]
PersonX would not answer,[],[],[]
PersonX thinks of england,[],[],[]
PersonX takes PersonY's word for it,[],[],[]
PersonX reports ___ to the police,[],[],[]
PersonX stares at PersonY with eyes,"[""PersonX does not star at PersonY with eyes""]","[""PersonX avoids PersonY's eyes""]",[]
PersonX teaches ___ how to play,[],[],[]
PersonX leaves ___ in too long,[],[],[]
PersonX tells PersonX's jokes,"[""PersonX does not tell PersonX's jokes""]",[],"[""PersonX ignores PersonX's jokes""]"
PersonX takes PersonY into custody,"[""PersonX does not take PersonY into custody""]",[],"[""PersonX releases PersonY from custody""]"
PersonX robs the cradle,"[""PersonX does not rob the cradle""]",[],"[""PersonX leaves behind the cradle.""]"
PersonX tells PersonY was coming,[],[],[]
PersonX puts ___ in bags,[],[],[]
PersonX loves the pizza,[],[],[]
PersonX is on the baseball team,"[""PersonX is not on the baseball team"", ""PersonX is not on the baseball team.""]",[],[]
PersonX sends PersonY a gift,[],[],[]
PersonX leaves school,[],[],[]
PersonX just got home,"[""PersonX did not just get home""]",[],"[""PersonX just got a raise""]"
PersonX visits from nyc,[],[],[]
PersonX gets really upset,[],[],[]
PersonX goes home to change,[],[],[]
PersonX sets ___ to the house,[],[],[]
PersonX offer ___ to people,[],[],[]
PersonX acts in PersonY way,[],[],[]
PersonX gets an award,[],[],[]
PersonX moves back home,"[""PersonX does not move back home""]","[""PersonX avoids moving back home""]","[""PersonX moved abroad to work""]"
PersonX pays ___ to caesar,[],[],[]
PersonX suggests PersonY play,[],[],[]
PersonX satisfies one's ___,[],[],[]
PersonX sells oneself,[],[],[]
PersonX asks ___ for PersonY's number,[],[],[]
PersonX gets a fix,[],[],[]
PersonX tries to return it,[],[],[]
PersonX finishes PersonX's project,[],[],[]
PersonX finishes the hike,[],[],[]
PersonX turns ___ toward PersonY,[],[],[]
PersonX stays longer,[],[],[]
PersonX loves the ___ much,[],[],[]
PersonX ignores PersonX's mother,[],[],[]
PersonX spends all of PersonX's time,[],[],[]
PersonX shatters into pieces,[],[],[]
PersonX steals PersonY's wallet,"[""PersonX does not steal PersonY's wallet""]",[],"[""PersonX returns PersonY's wallet""]"
PersonX wants to go back,[],[],[]
PersonX thinks could hear,[],[],[]
PersonX does n't feel like cooking,[],[],[]
PersonX puts ___ to good use,[],[],[]
PersonX misses PersonX's old friends,[],[],[]
PersonX wants to run a marathon,[],[],[]
PersonX spills ___ all over PersonX's shirt,[],[],[]
PersonX creates PersonY's own dynamic site,[],[],[]
PersonX trips over a rock,[],[],[]
PersonX spends any money,[],[],[]
PersonX eats it every day,[],[],[]
PersonX casts aspersions,[],[],[]
PersonX meets PersonY's objectives,[],[],[]
PersonX is a big sister,[],[],[]
PersonX falls at the last hurdle,[],[],[]
PersonX carries on PersonX's work,[],[],[]
PersonX goes fly a kite,[],[],[]
PersonX utters PersonY exclamation,[],[],[]
PersonX locks PersonY's keys in PersonX's car,"[""PersonX does not lock PersonY's keys in PersonX's car""]","[""PersonX in no way locks PersonY's keys in PersonX's car"", ""PersonX under no circumstances locks PersonY's keys in PersonX's car""]","[""PersonX gets the keys from the car""]"
PersonX establishes the ___ on earth,[],[],[]
PersonX takes two hours,[],[],[]
PersonX performs another ___,[],[],[]
PersonX slams PersonY's hand,"[""PersonX does not slam PersonY's hand""]","[""PersonX discontinues slamming PersonY's hand""]","[""PersonX shakes PersonY's hand""]"
PersonX announces the winners,"[""PersonX does not announce the winners""]",[],"[""PersonX announces the losers.""]"
PersonX knocks the living daylights out of ___,[],[],[]
PersonX drives a car,[],[],[]
PersonX goes in the out door,[],[],[]
PersonX smells horrible,[],[],[]
PersonX never buy,[],[],[]
PersonX occupies PersonY's time,"[""PersonX does not occupy PersonY's time""]",[],"[""PersonX lets PersonY leave""]"
PersonX takes every opportunity,[],[],[]
PersonX proves PersonY's innocence,"[""PersonX does not prove PersonY's innocence""]","[""PersonX has trouble with proving PersonY's innocence""]","[""PersonX proves PersonY's guilt.""]"
PersonX spends money,[],[],[]
PersonX produces PersonY impression,"[""PersonX does not produce PersonY impression""]",[],"[""PersonX makes an impression on PersonY.""]"
PersonX deflects ___ away,[],[],[]
PersonX puts the shirt,[],[],[]
PersonX comes out of PersonX's shell,"[""PersonX does not come out of PersonX's shell""]",[],"[""PersonX stays in PersonX's shell""]"
PersonX sees a homeless man,[],[],[]
PersonX makes calls,"[""PersonX does not make calls""]",[],"[""PersonX makes calls""]"
PersonX gives up PersonX's life,"[""PersonX does not give up PersonX's life""]",[],"[""PersonX saves PersonX's life""]"
PersonX has never met PersonY,[],[],[]
PersonX takes ___ to lunch,[],[],[]
PersonX remembers ___ late,[],[],[]
PersonX holds PersonY's feet to the fire,"[""PersonX does not hold PersonY's feet to the fire""]",[],"[""PersonX lets PersonY slide""]"
PersonX gets PersonY's ice cream,[],[],[]
PersonX leaves in a huff,"[""PersonX does not leave in a huff""]",[],"[""PersonX leaves happy.""]"
PersonX lives happily PersonY after,[],[],[]
PersonX goes hiking in the mountains,[],[],[]
PersonX leaves the ___ in the hands,[],[],[]
PersonX sells PersonX's ___ in the market,[],[],[]
PersonX loves ___ well,[],[],[]
PersonX urges PersonY forward,"[""PersonX does not urge PersonY forward""]","[""PersonX barely urges PersonY forward""]","[""PersonX urges PersonY backward""]"
PersonX writes PersonX's own ticket,[],[],[]
PersonX wants to ask PersonY out,"[""PersonX does not want to ask PersonY out""]","[""PersonX wants nothing to do with PersonY""]",[]
PersonX dates back to the days,[],[],[]
PersonX buys ___ with the money,[],[],[]
PersonX flaps PersonX's wings,[],[],[]
PersonX flies around ___,[],[],[]
PersonX plays ___ every day,[],[],[]
PersonX makes ___ in tips,[],[],[]
PersonX climbs to PersonY's feet,[],[],[]
PersonX measures the ___ accurately,[],[],[]
PersonX wishes would stop,[],[],[]
PersonX helps PersonY lose weight,"[""PersonX does not help PersonY lose weight""]",[],"[""PersonX makes fun of PersonY for their weight.""]"
PersonX interprets the ___ in a way,[],[],[]
PersonX stands with PersonY's back,[],[],[]
PersonX loves PersonX's husband,[],[],[]
PersonX finds ___ in things,[],[],[]
PersonX saves PersonY soul,[],[],[]
PersonX starts dating,[],[],[]
PersonX impresses PersonX's date,[],[],[]
PersonX enjoys PersonX's trip,[],[],[]
PersonX always get,[],[],[]
PersonX speaks one's ___,[],[],[]
PersonX breaks the seal,[],[],[]
PersonX has the time of PersonX's life,[],[],[]
PersonX takes PersonY to the park,"[""PersonX does not take PersonY to the park""]","[""PersonX never takes PersonY to the park""]","[""PersonX plays video games with PersonY.""]"
PersonX has seen a ghost,[],[],[]
PersonX imputes PersonX's ___ unto PersonY,[],[],[]
PersonX slams on the breaks,[],[],[]
PersonX takes ___ to the aquarium,[],[],[]
PersonX finds ___ that PersonY loved,[],[],[]
PersonX also found,[],[],[]
PersonX sits PersonY down,"[""PersonX does not sit PersonY down""]",[],[]
PersonX sighs with relief,[],[],[]
PersonX wants to impress PersonY's friends,"[""PersonX does not want to impress PersonY's friends""]","[""PersonX has problem with wanting to impress PersonY's friends""]","[""PersonX hates PersonY's friends.""]"
PersonX marries PersonY man,"[""PersonX does not marry PersonY man""]",[],[]
PersonX spends the week,[],[],[]
PersonX fills PersonX's cart,[],[],[]
PersonX gets PersonY's ___ away,[],[],[]
PersonX sets the ___ at defiance,[],[],[]
PersonX sees PersonY the day,[],[],[]
PersonX throws a rock,[],[],[]
PersonX bringeth forth ___,[],[],[]
PersonX shares PersonY's views,[],[],[]
PersonX finds ___ in PersonY's closet,[],[],[]
PersonX makes a big mess,[],[],[]
PersonX offers a new job,"[""PersonX does not offer a new job""]",[],"[""PersonX was offered a new job""]"
PersonX is due the next day,[],[],[]
PersonX accidentally cut ___,[],[],[]
PersonX makes a living,"[""PersonX does not make a living""]","[""PersonX discontinues making a living""]","[""PersonX is unemployed""]"
PersonX separates the wheat from the chaff,[],[],[]
PersonX orders takeout,"[""PersonX does not order takeout""]",[],"[""PersonX cooks dinner.""]"
PersonX asks to talk,[],[],[]
PersonX follows the sound,[],[],[]
PersonX is not good enough,[],[],[]
PersonX spends more time,[],"[""PersonX spends less time""]",[]
PersonX writes PersonY up,"[""PersonX does not write PersonY up""]","[""PersonX barely writes PersonY up""]","[""PersonX forgives PersonY's bad behavior""]"
PersonX has to walk to work,[],[],[]
PersonX gives PersonY details,"[""PersonX does not give PersonY details""]","[""PersonX hardly gives PersonY details""]","[""PersonX keeps secrets from PersonY.""]"
PersonX gets separated,"[""PersonX does not get separated""]",[],"[""PersonX gets married.""]"
PersonX eats too much candy,[],[],[]
PersonX buys ___ from the store,[],[],[]
PersonX comes home ___,[],[],[]
PersonX deserves PersonY's attention,[],[],[]
PersonX takes a math exam,[],[],[]
PersonX starts a relationship,"[""PersonX does not start a relationship""]",[],"[""PersonX ends a relationship""]"
PersonX steals the ball,"[""PersonX does not steal the ball""]",[],"[""PersonX passes the ball.""]"
PersonX nurses ___ to health,[],[],[]
PersonX wakes up early this morning,[],[],[]
PersonX does drugs,[],[],[]
PersonX loves the beach,[],[],[]
PersonX does PersonX's shopping,[],[],[]
PersonX finds a cave,[],[],[]
PersonX eats cheeseburgers,[],[],[]
PersonX needs to lose weight,[],[],[]
PersonX snaps PersonY's head,[],[],[]
PersonX keeps PersonX's ___ in order,[],[],[]
PersonX eats spinach,[],[],[]
PersonX spends the day,[],[],[]
PersonX reaches PersonX's goals,[],[],[]
PersonX covers PersonX's face with PersonX's hands,[],[],[]
PersonX wants to attend,[],[],[]
PersonX maintains PersonX's ___ in the face,[],[],[]
PersonX draws a line,[],[],[]
PersonX comes unto thee,[],[],[]
PersonX makes believe,[],[],[]
PersonX loses some weight,[],[],[]
PersonX covers PersonX's ___ with PersonX's hand,[],[],[]
PersonX is feeling depressed lately,"[""PersonX is not feeling depressed lately""]","[""PersonX is barely feeling depressed lately""]","[""PersonX is feeling happy lately""]"
PersonX gets PersonY's things together,"[""PersonX does not get PersonY's things together""]",[],"[""PersonX leaves PersonY's things.""]"
PersonX buys a new television,"[""PersonX does not buy a new television""]","[""PersonX barely buys a new television"", ""PersonX fails to buy a new television""]","[""PersonX puts money into savings.""]"
PersonX publishes PersonY account,[],[],[]
PersonX hits someone,"[""PersonX does not hit someone""]","[""PersonX has trouble with hitting someone"", ""PersonX hits nobody"", ""PersonX resists hitting someone""]","[""PersonX hugs someone""]"
PersonX transmits ___ thereof,[],[],[]
PersonX is too much work,[],[],[]
PersonX holds PersonY tongue,[],[],[]
PersonX provides PersonY means,[],[],[]
PersonX tells stories,"[""PersonX does not tell stories""]",[],"[""PersonX loves to listen to stories""]"
PersonX curls around PersonY,"[""PersonX does not curl around PersonY""]",[],"[""PersonX give's personY some space.""]"
PersonX needs someone,[],[],[]
PersonX has to use the restroom,[],[],[]
PersonX orders ___ from amazon,[],[],[]
PersonX toes the line,[],[],[]
PersonX swims with sharks,[],[],[]
PersonX accepts into college,[],[],[]
PersonX is going to throw up,[],[],[]
PersonX shares PersonX's feelings,[],[],[]
PersonX talks all night,[],[],[]
PersonX looks in PersonY's closet,"[""PersonX does not look in PersonY's closet""]","[""PersonX avoids PersonY's closet""]",[]
PersonX bleeds red ink,[],[],[]
PersonX persuades the ___ to change,[],[],[]
PersonX knows the ___ thoroughly,[],[],[]
PersonX would n't eat,[],[],[]
PersonX loves PersonX's country,[],[],[]
PersonX wants to eat,[],[],[]
PersonX fills PersonY's ___ to lie,[],[],[]
PersonX is looking for love,[],[],[]
PersonX shakes PersonY awake,"[""PersonX does not shake PersonY awake""]",[],"[""PersonX takes PersonY car""]"
PersonX finally broke down,[],[],[]
PersonX manages PersonY's ___ effectively,[],[],[]
PersonX needs a ride,"[""PersonX does not need a ride""]",[],"[""PersonX drives.""]"
PersonX gets ___ anyway,[],[],[]
PersonX lands on PersonY's hand,[],[],[]
PersonX cries the blues,[],[],[]
PersonX takes another wife,"[""PersonX does not take another wife""]","[""PersonX has problem with taking another wife"", ""PersonX rarely takes another wife""]","[""PersonX takes another man""]"
PersonX is soaking wet,[],[],[]
PersonX has so much fun,[],[],[]
PersonX drives to the pet store,[],[],[]
PersonX converts ___ into energy,[],[],[]
PersonX wears PersonX's seatbelt,[],[],[]
PersonX makes a nice dinner,[],[],[]
PersonX turns on PersonY's side,[],[],[]
PersonX squeezes PersonY's hand,"[""PersonX does not squeeze PersonY's hand""]",[],"[""PersonX lets go of PersonY's hand.""]"
PersonX sets the pace,[],[],[]
PersonX understands thoroughly the ___,[],[],[]
PersonX likes sports,[],"[""PersonX dislikes sports""]",[]
PersonX buys a brand new car,[],[],[]
PersonX surprises PersonY's mother,"[""PersonX does not surprise PersonY's mother""]","[""PersonX seldomly surprises PersonY's mother""]","[""PersonX surprises PersonY's son""]"
PersonX gives ___ to a son,[],[],[]
PersonX asks PersonY's friends for help,[],[],[]
PersonX files a complaint,"[""PersonX does not file a complaint""]",[],"[""PersonX is being sued.""]"
PersonX is going to miss PersonY,"[""PersonX is not going to miss PersonY""]","[""PersonX is not at all going to miss PersonY"", ""PersonX is seldomly going to miss PersonY""]","[""PersonX is glad PersonY is leaving.""]"
PersonX takes part in the movement,"[""PersonX does not take part in the movement""]",[],"[""PersonX takes quits the movement""]"
PersonX eats PersonX's cookies,[],[],[]
PersonX meets a girl online,"[""PersonX does not meet a girl online""]","[""PersonX avoids dating others""]",[]
PersonX drives away ___,[],[],[]
PersonX plays a role in the development,[],[],[]
PersonX uses social media,[],[],[]
PersonX sees the ocean,"[""PersonX does not see the ocean""]","[""PersonX on no condition sees the ocean""]","[""PersonX sees the sky""]"
PersonX runs everywhere,[],[],[]
PersonX gives notice,[],[],[]
PersonX does the honours,[],[],[]
PersonX speaks PersonY's mind,[],[],[]
PersonX makes hamburgers,[],[],[]
PersonX sprains PersonX's wrist,[],[],[]
PersonX tosses PersonY,[],[],[]
PersonX takes ___ immediately,[],[],[]
PersonX sees an ad,[],[],[]
PersonX wants a puppy for PersonX's birthday,[],[],[]
PersonX plays to win,[],[],[]
PersonX drives home at night,[],[],[]
PersonX calls PersonX's office,"[""PersonX does not call PersonX's office""]",[],"[""PersonX emails PersonX's office""]"
PersonX suffers ___ as a result,[],[],[]
PersonX tells PersonY apart,[],[],[]
PersonX walks down the aisle,"[""PersonX does not walk down the aisle""]",[],"[""Person walks up the aisle.""]"
PersonX calls the doctor,[],[],[]
PersonX searches frantically,[],[],[]
PersonX gives the gift,"[""PersonX does not give the gift""]",[],"[""PersonX gets a gift""]"
PersonX pays all PersonX's bills,[],[],[]
PersonX reaches the ___ first,[],[],[]
PersonX crosses the aisle,[],[],[]
PersonX executes ___ upon PersonY doeth evil,[],[],[]
PersonX goes horseback riding,[],[],[]
PersonX calls ___ to repentance,[],[],[]
PersonX loves the phone,[],[],[]
PersonX rolls PersonY's eyes,[],[],[]
PersonX sits on the edge of the bed,[],[],[]
PersonX finds something to do,[],[],[]
PersonX burns the turkey,"[""PersonX does not burn the turkey""]",[],"[""PersonX cooks a perfect turkey.""]"
PersonX begins shopping,[],[],[]
PersonX expects to win,[],[],[]
PersonX gets ___ next time,[],[],[]
PersonX loves very much,[],[],[]
PersonX tries to write a story,[],[],[]
PersonX pays PersonY's share,"[""PersonX does not pay PersonY's share""]",[],"[""PersonX takes PersonY's share.""]"
PersonX looks PersonY straight in the eye,"[""PersonX does not look PersonY straight in the eye""]","[""PersonX not at all looks PersonY straight in the eye""]","[""Most people look PersonY straight in the eye.""]"
PersonX holds PersonY at arm's length,"[""PersonX does not hold PersonY at arm's length""]",[],"[""Person X easily embraces Person Y.""]"
PersonX gets ___ as a pet,[],[],[]
PersonX performs the ___ well,[],[],[]
PersonX sits by PersonY,"[""PersonX does not sit by PersonY""]",[],"[""PersonX sits away from PersonY""]"
PersonX never got ___,[],[],[]
PersonX comes pick PersonY up,[],[],[]
PersonX kills PersonY first,[],[],[]
PersonX is a great dancer,[],[],[]
PersonX shuns ___ as sins,[],[],[]
PersonX grows within PersonY,[],[],[]
PersonX tells PersonY not to come,"[""PersonX does not tell PersonY not to come""]",[],"[""PersonX tells PersonY to come""]"
PersonX settles the ___ amicably,[],[],[]
PersonX gives PersonY the letter,[],[],[]
PersonX accidentally left,[],[],[]
PersonX really enjoyed it,[],[],[]
PersonX visits the dentist,[],[],[]
PersonX cooks breakfast,[],[],[]
PersonX hits PersonY on the head,"[""PersonX does not hit PersonY on the head""]",[],"[""PersonX strokes PersonY on the head""]"
PersonX goes fast,[],[],[]
PersonX helps PersonY's team,"[""PersonX does not help PersonY's team""]","[""PersonX barely helps PersonY's team""]","[""PersonX sabotages PersonY's team.""]"
PersonX assesses accurately the ___,[],[],[]
PersonX is quite excited,[],"[""PersonX is quite unexcited""]",[]
PersonX sets ___ at defiance,[],[],[]
PersonX buys another car,"[""PersonX does not buy another car""]","[""PersonX not by any means buys another car""]","[""PersonX sells another car""]"
PersonX puts the fear of god into ___,[],[],[]
PersonX spends that night,[],[],[]
PersonX leads PersonY into the room,"[""PersonX does not lead PersonY into the room""]","[""PersonX in no way leads PersonY into the room""]","[""PersonX loses PersonY in the store.""]"
PersonX decides to try online dating,[],[],[]
PersonX lets PersonY know what happened,[],[],[]
PersonX gives PersonY's mother ___,[],[],[]
PersonX keeps the ___ in repair,[],[],[]
PersonX leaves PersonX's bike,[],[],[]
PersonX turns PersonY loose,"[""PersonX does not turn PersonY loose""]",[],"[""PersonX keeps PersonY on a leash.""]"
PersonX attends PersonY meeting,"[""PersonX does not attend PersonY meeting""]",[],"[""PersonX skips PersonY meeting""]"
PersonX invites PersonY's friend,"[""PersonX does not invite PersonY's friend""]","[""PersonX rarely invites PersonY's friend""]","[""PersonX invites the Mayor""]"
PersonX reads PersonX's bible,[],[],[]
PersonX has a baby boy,"[""PersonX does not have a baby boy""]","[""PersonX is deprived of a baby boy"", ""PersonX lacks a baby boy""]","[""PersonX has an older girl.""]"
PersonX is a race car driver,[],[],[]
PersonX leans toward PersonY,[],[],[]
PersonX pats PersonY on the back,"[""PersonX does not pat PersonY on the back""]",[],"[""PersonX stabs PersonY in the back""]"
PersonX cooks up a storm,[],[],[]
PersonX tells PersonY would go,[],[],[]
PersonX finds the door locked,[],[],[]
PersonX changes PersonY name,"[""PersonX does not change PersonY name""]",[],"[""They keep their name""]"
PersonX attains PersonY's object,[],[],[]
PersonX is making dinner,[],[],[]
PersonX tells PersonX's grandmother,[],[],[]
PersonX arrives quickly,[],[],[]
PersonX tries to fall asleep,[],[],[]
PersonX reads PersonY's book,"[""PersonX does not read PersonY's book""]",[],"[""PersonX writes a book for PersonY""]"
PersonX moves the ___ in the direction,[],[],[]
PersonX places an order,"[""PersonX does not place an order"", ""PersonX doesn't place an order""]","[""PersonX never places an order""]",[]
PersonX has a huge party,"[""PersonX does not have a huge party""]","[""PersonX lacks a huge party"", ""PersonX never has a huge party""]","[""PersonX has a small gathering.""]"
PersonX leaves the beach,[],[],[]
PersonX promises PersonY,"[""PersonX does not promise PersonY""]",[],"[""PersonX breaks a promise to PersonY.""]"
PersonX likes school,[],"[""PersonX dislikes school""]",[]
PersonX gets PersonY's letter,[],[],[]
PersonX produces ___ in response,[],[],[]
PersonX gets really bored,[],[],[]
PersonX pursues the ___ farther,[],[],[]
PersonX is on a road trip,"[""PersonX is not on a road trip""]","[""PersonX is scarcely on a road trip""]","[""PersonX is on vacation.""]"
PersonX gets treatment,"[""PersonX does not get treatment""]",[],"[""PersonX gets a new vice""]"
PersonX tells PersonY's sister,"[""PersonX does not tell PersonY's sister""]",[],"[""PersonX tells PersonY's brother""]"
PersonX plays a ___ in making,[],[],[]
PersonX takes no prisoners,[],[],[]
PersonX tells PersonX's tale,"[""PersonX does not tell PersonX's tale""]",[],"[""PersonX writes PersonX's tale""]"
PersonX takes the puppy home,[],[],[]
PersonX learns to swim,[],[],[]
PersonX is riding PersonX's motorcycle,[],[],[]
PersonX asks another question,"[""PersonX does not ask another question""]","[""PersonX not at all asks another question"", ""PersonX stops talking.""]",[]
PersonX supports the government's ___,[],[],[]
PersonX fights PersonX's corner,[],[],[]
PersonX moves back ___,[],[],[]
PersonX buys a book,[],[],[]
PersonX wrestles with a pig,[],[],[]
PersonX is time to eat,[],[],[]
PersonX calls PersonX's dog,"[""PersonX does not call PersonX's dog""]",[],"[""PersonX ignores PersonX's dog""]"
PersonX walks downtown,[],[],[]
PersonX goes hunting with PersonY,"[""PersonX does not go hunting with PersonY""]","[""PersonX goes hunting in the absence of PersonY"", ""PersonX goes hunting without PersonY""]","[""PersonX goes planting with PersonY""]"
PersonX believes what PersonY saw,"[""PersonX does not believe what PersonY saw"", ""PersonX does not believe what personY saw.""]","[""PersonX disbelieved what PersonY saw""]",[]
PersonX builds another ___,[],[],[]
PersonX poses PersonY threat,[],[],[]
PersonX receives ___ in return,[],[],[]
PersonX learns computer programming,"[""PersonX does not learn computer programming""]","[""PersonX stops learning computer programming""]","[""PersonX learns to dance.""]"
PersonX performs PersonX's part,[],[],[]
PersonX learns how to fly,[],"[""PersonX unlearns how to fly""]",[]
PersonX is losing the game,[],[],[]
PersonX stays in PersonY's room,[],[],[]
PersonX enters a poker tournament,"[""PersonX does not enter a poker tournament""]",[],"[""PersonX enters the Daytona 500.""]"
PersonX loves everything,[],[],[]
PersonX hears PersonY,[],[],[]
PersonX feels angry,[],[],[]
PersonX catches a lot of fish,[],[],[]
PersonX tells PersonY PersonX's story,"[""PersonX does not tell PersonY PersonX's story""]",[],"[""PersonX reads PersonY PersonX's story""]"
PersonX treats the ___ lightly,[],[],[]
PersonX feels strange,[],[],[]
PersonX dresses and headed,[],[],[]
PersonX would be late,[],[],[]
PersonX decides to adopt the cat,[],[],[]
PersonX loses PersonY life,[],[],[]
PersonX makes the coffee,"[""PersonX does not make the coffee""]",[],"[""PersonX spills the coffee""]"
PersonX spends PersonY's ___ together,[],[],[]
PersonX finds the problem,"[""PersonX does not find the problem"", ""PersonX doesn't find the problem""]","[""PersonX makes no attempt to find the problem""]",[]
PersonX fights every ___,[],[],[]
PersonX supports another ___,[],[],[]
PersonX pays ___ to the fact,[],[],[]
PersonX kicks PersonY when they are down,"[""PersonX does not kick PersonY when they are down""]",[],"[""Person X is supportive to Person Y when needed""]"
PersonX gives ___ to people,[],[],[]
PersonX makes a lot of new friends,"[""PersonX does not make a lot of new friends""]",[],"[""PersonX makes a lot of new enemies""]"
PersonX carries PersonY back,"[""PersonX does not carry PersonY back""]",[],"[""PersonX carries PersonY front""]"
PersonX gives PersonY a wink,"[""PersonX does not give PersonY a wink""]","[""PersonX avoids giving PersonY a wink""]","[""PersonX gives PersonY a nudge""]"
PersonX makes PersonX's decision,[],[],[]
PersonX smells so good,[],[],[]
PersonX is playing basketball,"[""PersonX is not playing basketball""]","[""PersonX is by no means playing basketball""]","[""PersonX is reading a book""]"
PersonX is in so much pain,[],[],[]
PersonX tells PersonY would do,[],[],[]
PersonX opens PersonY's curtains,"[""PersonX does not open PersonY's curtains""]",[],"[""PersonX opens personY's windows""]"
PersonX bends the knee,[],"[""PersonX unbends the knee""]",[]
PersonX provides PersonY index,[],[],[]
PersonX loves playing soccer,[],[],[]
PersonX keeps going,[],[],[]
PersonX begs for money,"[""PersonX does not beg for money""]",[],"[""PersonX begs for cigarettes.""]"
PersonX sees a scary movie,[],[],[]
PersonX gets drunk with PersonY's friends,[],[],[]
PersonX writes the essay,[],[],[]
PersonX sets eyes on ___,[],[],[]
PersonX sees ___ instead,[],[],[]
PersonX sees a moose,[],[],[]
PersonX gets PersonX's first haircut,[],[],[]
PersonX holds PersonY fast,"[""PersonX does not hold PersonY fast""]",[],"[""PersonX releases PersonY.""]"
PersonX catches PersonY by surprise,"[""PersonX does not catch PersonY by surprise""]",[],"[""PersonX calls PersonY in advance.""]"
PersonX loses PersonX's identity,[],[],[]
PersonX recently made ___,[],[],[]
PersonX crosses paths,[],[],[]
PersonX takes part in the discussion,[],[],[]
PersonX goes smoothly,[],[],[]
PersonX gets everyone's ___,[],[],[]
PersonX is a huge success,[],[],[]
PersonX wears a suit,[],[],[]
PersonX likes to read,[],"[""PersonX dislikes to read""]",[]
PersonX invites ___ for dinner,[],[],[]
PersonX keeps PersonY's eyes on PersonY,[],[],[]
PersonX brings ___ into the field,[],[],[]
PersonX fetches another ___,[],[],[]
PersonX gets back to the hotel,[],[],[]
PersonX eats PersonY's vegetables,[],[],[]
PersonX drives to the store,[],[],[]
PersonX calls upon the name,[],[],[]
PersonX divides the ___ into halves,[],[],[]
PersonX holds PersonY's ___ for life,[],[],[]
PersonX gets a new tv,[],[],[]
PersonX buys a brand ___,[],[],[]
PersonX looks PersonY's best,[],[],[]
PersonX watches a movie ___,[],[],[]
PersonX goes car shopping,[],[],[]
PersonX drives ___ back home,[],[],[]
PersonX calls the cable guy,"[""PersonX does not call the cable guy""]",[],"[""PersonX's cable works fine.""]"
PersonX files PersonY application,[],[],[]
PersonX takes ___ to PersonX's mom,[],[],[]
PersonX takes ___ to the lake,[],[],[]
PersonX gives PersonY the gift,"[""PersonX does not give PersonY the gift""]","[""PersonX resists giving PersonY the gift""]","[""PersonX takes PersonY's gift""]"
PersonX tells PersonY the time,"[""PersonX does not tell PersonY the time""]","[""PersonX hardly ever tells PersonY the time""]","[""PersonX tells PersonY the day""]"
PersonX is able to relax,[],"[""PersonX is unable to relax""]",[]
PersonX looks in the mirror,[],[],[]
PersonX studies the ___ in detail,[],[],[]
PersonX throws ___ at the teacher,[],[],[]
PersonX surprises PersonY's friend,"[""PersonX does not surprise PersonY's friend""]",[],"[""PersonX surprises PersonY's enemies""]"
PersonX affects ___ in ways,[],[],[]
PersonX covers PersonX's tracks,[],"[""PersonX uncovers PersonX's tracks""]",[]
